,Term1,Term2,Term3,Term4
532,fenilefrina,glaucoma,etoposido,rabdosarcoma
533,risperidona,demencia,ceftriaxona,epididimitis
534,delta   tetrahidrocanabinol,vomitos,probenecid,gota
535,hidromorfona,tos,carisoprodol,miositis
536,moxifloxacino,neumonia,morfina,dolor
537,fenilefrina,glaucoma,efedrina,rinitis
538,meclozina,vomitos,cocaina,tos
539,topiramato,epilepsia,glucagon,shock
540,leflunomida,reumatismo,clorpromazina,esquizofrenia
541,flucitosina,aspergilosis,budesonida,rinitis
542,eflornitina,politricosis,dapsona,lepra
543,mitomicina,adenocarcinoma,meticilina,osteomielitis
544,modafinilo,cansancio,bupivacaina,dolor
545,ametopterina,leucemia,clorpromazina,nauseoso
546,diclofenaco,dismenorrea,alprazolam,agorafobia
547,tiamina,beriberi,epinefrina,bradicardia
548,nortriptilina,enuresis,desoxiefedrina,narcolepsia
549,mitoxantrona,dolor,amitriptilina,dolor
550,teofilina,apnea,furosemida,edema
551,vancomicina,meningitis,teofilina,bradicardia
552,vincristina,rabdosarcoma,flutamida,hirsutismo
553,tiroxina,tirotoxicosis,haloperidol,esquizofrenia
554,ibuprofeno,dolor,doxiciclina,neumonia
555,feniltoloxamina,rinitis,imipramina,dolor
556,fenazopiridina,dolor,hidrocodona,tos
557,sucralfato,gastritis,acetilcisteina,amiloidosis
558,opio,diarrea,ceftriaxona,meningitis
559,guaifenesina,sinusitis,benzocaina,dentalgia
560,trimetoprima,toxoplasmosis,talidomida,reticulosis
561,rifampicina,brucelosis,finasterida,calvicie
562,procarbazina,melanoma,hidroxicarbamida,soriasis
563,talidomida,lepra,levetiracetam,epilepsia
564,modafinilo,cansancio,gabapentina,epilepsia
565,rasburicasa,uricacidemia,quinina,plasmodiosis
566,dopamina,shock,diclofenaco,fotofobia
567,prednisolona,hipersensibilidad,carboplatino, m osteosarcoma
568,oxigeno,neumonia,ifosfamida,linfoma
569,guaifenesina,tos,cefepima,fiebre
570,nitazoxanida,giardosis,ifosfamida,sarcoma
571,cetoconazol,candidosis,dopamina,bradicardia
572,teofilina,bronquitis,insulina,hiperglicemia
573,topotecan,carcinoma,calcitriol,soriasis
574,carboplatino, m osteosarcoma,amoxicilina,listerelosis
575,delta   tetrahidrocanabinol,anorexia,hidroquinona,hiperpigmentacion
576,indometacina,bursitis,ibuprofeno,dismenorrea
577,rofecoxib,dismenorrea,mitomicina,adenocarcinoma
578,filgrastim,neutropenia,estradiol,hipogonadismo
579,metronidazol,rosacea,filgrastim,neutropenia
580,tetraciclina,gonorrea,morfina,disnea
581,simvastatina,hipercolesterolemia,diclorodiaminoplatino,astroglioma
582,sulfatiazol,vaginitis,colecalciferol,osteoporosis
583,prednisolona,hipersensibilidad,modafinilo,cansancio
584,tiamina,beriberi,pseudoefedrina,rinitis
585,diclofenaco,dismenorrea,brimonidina,glaucoma
586,oxigeno,neumonia,ipratropio,rinitis
587,itraconazol,leishmaniosis,glucosa,hipoglucemia
588,probenecid,neurosifilis,nitroglicerina,eclampsia
589,fenobarbital,hiperbilirrubinemia,ametopterina,leucemia
590,ipratropio,bronquitis,diclorodiaminoplatino,linfoma
591,itraconazol,leishmaniosis,tirocalcitonina,osteoporosis
592,progesterona,amenorrea,probenecid,neurosifilis
593,pamidronato,osteoporosis,dietilestilbestrol,carcinoma
594,fenfluramina,obesidad,cafeina,apnea
595,tiroxina,bocio,gabapentina,epilepsia
596,moxifloxacino,pielonefritis,cisaprida,dispepsia
597,doxiciclina,lues,dopamina,bradicardia
598,levetiracetam,epilepsia,epinefrina,hipopiesis
599,probenecid,neurosifilis,epinefrina,taquiarritmia
600,opio,dolor,calcitriol,raquitismo
601,clonazepam,disartria,aspirina,fiebre
602,prometazina,dolor,acetazolamida,glaucoma
603,topiramato,dolor,perfenazina,nauseoso
604,octreotida,adenoma,cabergolina,hiperprolactinemia
605,octreotida,adenoma,acetilcisteina,bronquiectasia
606,niacinamida,pelagra,ibuprofeno,gota
607,liotironina,bocio,atropina,bradicardia
608,flucitosina,candidosis,atropina,uveitis
609,trimetoprima,bronquitis,tetraciclina,gonorrea
610,espironolactona,hirsutismo,meprobamato,cefalodinia
611,itraconazol,leishmaniosis,acetilcisteina,bronquitis
612,ipratropio,rinitis,dopamina,bradicardia
613,selegilina,esquizofrenia,haloperidol,vomitos
614,budesonida,rinitis,albendazol,helmintosis
615,medroxiprogesterona,amenorrea,lansoprazol,esofagitis
616,insulina,hiperglicemia,ceftriaxona,meningitis
617,vinblastina,corioepitelioma,octreotida,adenoma
618,talidomida,reticulosis,ifosfamida,sarcoma
619,metadona,dolor,cetiricina,rinitis
620,rifampicina,meningitis,ceftazidima,meningitis
621,melfalan,rabdosarcoma,atropina,bradicardia
622,pseudoefedrina,sinusitis,glucagon,shock
623,teofilina,asma,atorvastatina,hipertrigliceridemia
624,tetraciclina,gonorrea,efedrina,hipopiesis
625,delta   tetrahidrocanabinol,nauseoso,norfloxacino,gonorrea
626,vinblastina,corioepitelioma,indometacina,bursitis
627,epinefrina,hipopiesis,eflornitina,politricosis
628,azufre,soriasis,fenobarbital,hiperbilirrubinemia
629,sucralfato,neumonia,ametopterina,soriasis
630,vancomicina,neutropenia,bupivacaina,dolor
631,azufre,soriasis,procaina,dolor
632,ivermectina,prurito,cortisol,reumatismo
633,pamidronato,osteoporosis,ceftazidima,meningitis
634,guaifenesina,tos,albendazol,toxocariasis
635,paromomicina,amebiasis,indometacina,artritis
636,celecoxib,dismenorrea,cefuroxima,gonorrea
637,opio,dolor,azitromicina,tonsilitis
638,azitromicina,tonsilitis,aspirina,inflamacion
639,teofilina,bronquitis,l arginina,alcalosis
640,testosterona,hipogonadismo,hidromorfona,dolor
641,sildenafilo,impotencia,mercaptopurina,linfoma
642,oxigeno,neumonia,flucitosina,candidosis
643,hidromorfona,dolor,calcitriol,hipocalcemia
644,probenecid,gota,guaifenesina,faringitis
645,niacina,hiperlipemia,clonidina,dolor
646,procarbazina,linfoma,oxitetraciclina,gonorrea
647,difenhidramina,rinitis,ceftriaxona,meningitis
648,carbamazepina,epilepsia,aspirina,dolor
649,ketamina,dolor,ibuprofeno,inflamacion
650,minoxidil,calvicie,docetaxel,melanoma
651,gemfibrozilo,hipertrigliceridemia,doxilamina,rinitis
652,diclorodiaminoplatino, m osteosarcoma,bromocriptina,acromegalia
653,metronidazol,enterocolitis,desmopresina,enuresis
654,cefepima,neumonia,azitromicina,tonsilitis
655,guaifenesina,coqueluche,bismuto,disenteria
656,topiramato,epilepsia,nortriptilina,dolor
657,metronidazol,rosacea,cefepima,neutropenia
658,fluor,osteoporosis,diclorodiaminoplatino,neuroblastoma
659,glicerina,dermatitis,aciclovir,varicela
660,ibuprofeno,gota,furosemida,edema
661,etoposido,reticulosis,esomeprazol,esofagitis
662,vincristina,rabdosarcoma,eritromicina,gastroenteritis
663,resorcinol,rosacea,meticilina,osteomielitis
664,eritromicina,gonorrea,acetilcisteina,bronquitis
665,progesterona,amenorrea,melfalan,neuroblastoma
666,estreptomicina,yatobyo,cetiricina,rinitis
667,hidroxicarbamida,melanoma,acetilcisteina,envenenamiento
668,prednisolona,reumatismo,moxifloxacino,gonorrea
669,rifampicina,meningitis,itraconazol,onicomicosis
670,perfenazina,vomitos,mitoxantrona,dolor
671,teofilina,asma,metronidazol,giardosis
672,ibuprofeno,fiebre,tirocalcitonina,osteoporosis
673,lorazepam,vomitos,bleomicina,melanoma
674,nortriptilina,dolor,glucagon,hipopiesis
675,ciclofosfamida,reumatismo,acetilcisteina,neumonia
676,moxifloxacino,sinusitis,doxiciclina,neumonia
677,perfenazina,vomitos,ciclofosfamida,retinoblastoma
678,temozolomida,astroglioma,ibuprofeno,dismenorrea
679,topiramato,epilepsia,fenfluramina,obesidad
680,resorcinol,rosacea,flucitosina,meningitis
681,fluorouracilo,keratosis,acetilcisteina,bronquitis
682,testosterona,hipogonadismo,morfina,dolor
683,itraconazol,histoplasmosis,benzocaina,picazon
684,permetrina,prurito,oxicodona,dolor
685,delta   tetrahidrocanabinol,nauseoso,norepinefrina,shock
686,nabumetona,inflamacion,cefotaxima,sepsis
687,propofol,desazon,fluconazol,histoplasmosis
688,paraldehido,delirio,glucagon,shock
689,risperidona,esquizofrenia,imipramina,dolor
690,cefepima,fiebre,albendazol,giardosis
691,trombina,sangrado,bromocriptina,hiperprolactinemia
692,midazolam,desazon,amitriptilina,dolor
693,tiamina,pelagra,pseudoefedrina,asma
694,diclorodiaminoplatino,melanoma,albendazol,giardosis
695,tetraciclina,bronquitis,tamoxifeno,ginecomastia
696,metilfenidato,narcolepsia,hidroclorotiazida,edema
697,naproxeno,fiebre,guaifenesina,tos
698,lovastatina,hipercolesterolemia,ciclofosfamida,hemosiderosis
699,claritromicina,tonsilitis,ceftriaxona,sepsis
700,opio,dolor,cefepima,neumonia
701,meclozina,vomitos,fenfluramina,obesidad
702,trimetoprima,toxoplasmosis,mesna,cistitis
703,doxiciclina,neumonia,dextrometorfano,tos
704,nitazoxanida,criptosporidiasis,ceftriaxona,sepsis
705,warfarina,tromboembolia,desmopresina,enuresis
706,claritromicina,bronquitis,cloroquina,penfigo
707,l arginina,alcalosis,l arginina,acidosis
708,tamoxifeno,ginecomastia,carboplatino, m osteosarcoma
709,ametopterina, m osteosarcoma,clotrimazol,candidosis
710,mesna,sangrado,atropina,uveitis
711,cetoconazol,leishmaniosis,aspirina,inflamacion
712,tetraciclina,bronquitis,budesonida,rinitis
713,penicilamina,reumatismo,enoxaparina,tromboembolia
714,sucralfato,neumonia,clonazepam,disartria
715,espironolactona,hirsutismo,melfalan,neuroblastoma
716,sulfatiazol,vaginitis,guaifenesina,coqueluche
717,ametopterina,soriasis,ifosfamida,linfoma
718,prednisolona,hipersensibilidad,prazicuantel,bilarziasis
719,feniltoloxamina,rinitis,itraconazol,onicomicosis
720,fluor,osteoporosis,diclorodiaminoplatino,carcinoma
721,moxifloxacino,cistitis,desmopresina,trombocitopenia
722,selegilina,esquizofrenia,haloperidol,esquizofrenia
723,mitoxantrona,leucemia,clonidina,dolor
724,vinblastina,corioepitelioma,meclozina,vertigo
725,fenilefrina,hipopiesis,atropina,uveitis
726,azufre,soriasis,isoniazida,tuberculosis
727,sulfanilamida,candidosis,cetoconazol,leishmaniosis
728,pilocarpina,midriasis,aspirina,fiebre
729,propiltiouracilo,bocio,pamidronato,hipercalcemia
730,carbonildiamida,hiperqueratosis,fenobarbital,hiperbilirrubinemia
731,vancomicina,neutropenia,ifosfamida,sarcoma
732,risperidona,demencia,cefotaxima,sepsis
733,risperidona,demencia,desoxiefedrina,narcolepsia
734,trombina,sangrado,ibuprofeno,dolor
735,metilprednisolona,inflamacion,ciclofosfamida,rabdosarcoma
736,cloroquina,penfigo,cloroquina,plasmodiosis
737,prednisona,inflamacion,colchicina,gota
738,cocaina,tos,bleomicina,linfoma
739,oxacilina,septicemia,claritromicina,tonsilitis
740,epinefrina,glaucoma,bleomicina,melanoma
741,omeprazol,acidez,guaifenesina,sinusitis
742,probenecid,gonorrea,calcitriol,hipocalcemia
743,valdecoxib,dismenorrea,cetoconazol,candidosis
744,diclorodiaminoplatino,carcinoma,atropina,envenenamiento
745,lidocaina,taquiarritmia,diclorodiaminoplatino,neuroblastoma
746,metronidazol,amebiasis,clorpromazina,hipo
747,tetraciclina,bronquitis,gabapentina,dolor
748,estreptomicina,peste,rifampicina,tuberculosis
749,moxifloxacino,pielonefritis,ceftriaxona,enteritis
750,clindamicina,toxoplasmosis,citrato,acidosis
751,fenazopiridina,dolor,atorvastatina,hipertrigliceridemia
752,cetoconazol,histoplasmosis,bromocriptina,acromegalia
753,prazicuantel,bilarziasis,cefotaxima,peritonitis
754,cefuroxima,impetigo,azitromicina,tonsilitis
755,meropenem,peritonitis,bromocriptina,infertil
756,modafinilo,cansancio,etoposido,neuroblastoma
757,espironolactona,edema,ceftazidima,fiebre
758,niacinamida,pelagra,guaifenesina,tos
759,carbonildiamida,hiperqueratosis,ametopterina, m osteosarcoma
760,ametopterina, m osteosarcoma,eugenol,dentalgia
761,niacinamida,hiperlipemia,clozapina,esquizofrenia
762,valdecoxib,dismenorrea,mitoxantrona,sarcoma
763,moxifloxacino,bronquitis,benzocaina,dentalgia
764,itraconazol,aspergilosis,fluconazol,histoplasmosis
765,epinefrina,anafilaxia,cefepima,neutropenia
766,indometacina,artritis,colecalciferol,osteoporosis
767,liotironina,tirotoxicosis,dextrometorfano,tos
768,procainamida,taquiarritmia,imipramina,dolor
769,vinblastina,reticulosis,mitoxantrona,sarcoma
770,itraconazol,histoplasmosis,insulina,hiperglicemia
771,sucralfato,neumonia,l arginina,alcalosis
772,meropenem,meningitis,furosemida,edema
773,trombina,sangrado,desoxiefedrina,narcolepsia
774,gabapentina,dolor,citrato,acidosis
775,tramadol,dolor,dihidrocodeina,tos
776,vancomicina,neutropenia,auranofina,penfigo
777,pamidronato,osteoporosis,acetilcisteina,bronquiectasia
778,moxifloxacino,pielonefritis,albendazol,hidatidosis
779,metilprednisolona,hipersensibilidad,glucagon,hipopiesis
780,ciclofosfamida,neuroblastoma,bleomicina,sarcoma
781,naproxeno,dismenorrea,l arginina,acidosis
782,meropenem,fiebre,atropina,envenenamiento
783,propofol,dolor,carboplatino, m osteosarcoma
784,nabumetona,inflamacion,metronidazol,giardosis
785,doxilamina,cefalodinia,clonidina,diarrea
786,hidroxicarbamida,melanoma,cafeina,apnea
787,levofloxacino,neumonia,irinotecan,leucemia
788,tiroxina,tirotoxicosis,ciclofosfamida,reumatismo
789,ametopterina, m osteosarcoma,cetiricina,rinitis
790,rifabutina,tuberculosis,mercaptopurina,linfoma
791,prometazina,vomitos,probenecid,gota
792,ibuprofeno,bursitis,citrato,acidosis
793,tiroxina,tirotoxicosis,oxigeno,neumonia
794,temozolomida,melanoma,sucralfato,esofagitis
795,azufre,rosacea,claritromicina,bronquitis
796,fluoxetina,bulimia,dopamina,shock
797,norfloxacino,gonorrea,clotrimazol,candidosis
798,propofol,delirio,cefuroxima,impetigo
799,propofol,delirio,clonidina,diarrea
800,resorcinol,rosacea,nandrolona,anemia
801,enoxaparina,tromboflebitis,ciclofosfamida,neuroblastoma
802,ceftriaxona,sepsis,l arginina,acidosis
803,enoxaparina,tromboembolia,ciclofosfamida,retinoblastoma
804,metronidazol,giardosis,diclorodiaminoplatino,astroglioma
805,irinotecan,leucemia,claritromicina,bronquitis
806,talidomida,reticulosis,capsaicina,neuralgia
807,fenilpropanolamina,obesidad,cetoconazol,histoplasmosis
808,cisaprida,gastroparesia,acetilcisteina,bronquiectasia
809,ametopterina,soriasis,guaifenesina,coqueluche
810,cefuroxima,sinusitis,salbutamol,asma
811,cefepima,pielonefritis,albendazol,hidatidosis
812,metilprednisolona,hipersensibilidad,cocaina,tos
813,meprobamato,espasmo,diclofenaco,keratosis
814,metoclopramida,gastroparesia,clofazimina,lepra
815,norepinefrina,shock,caspofungina,aspergilosis
816,epinefrina,taquiarritmia,bromocriptina,amenorrea
817,fluconazol,meningitis,clomipramina,dolor
818,topiramato,epilepsia,imipramina,dolor
819,metilprednisolona,hipersensibilidad,prostaciclina,arteriosclerosis
820,teofilina,bronquitis,calcitriol,hipocalcemia
821,fenilefrina,hipopiesis,mesna,sangrado
822,mebendazol,helmintosis,clorpromazina,hipo
823,flucitosina,meningitis,cafeina,apnea
824,metronidazol,enterocolitis,auranofina,artritis
825,norfloxacino,prostatitis,carisoprodol,dolor
826,flutamida,hirsutismo,ceftriaxona,neumonia
827,difenhidramina,urticaria,clotrimazol,candidosis
828,codeina,dolor,ampicilina,listerelosis
829,ametopterina, m osteosarcoma,guaifenesina,sinusitis
830,efedrina,asma,cimetidina,dispepsia
831,tetraciclina,bronquitis,etoposido,neuroblastoma
832,glucagon,anafilaxia,capsaicina,neuralgia
833,mitomicina,glaucoma,glicerina,dermatitis
834,loratadina,urticaria,ibuprofeno,bursitis
835,hidrocodona,tos,flucitosina,candidosis
836,sulfatiazol,vaginitis,itraconazol,candidosis
837,oxacilina,septicemia,clonidina,diarrea
838,rifampicina,lepra,eritromicina,gastroenteritis
839,clonazepam,esquizofrenia,aprotinina,sangrado
840,carisoprodol,miositis,l arginina,acidosis
841,difenhidramina,nauseoso,diclofenaco,keratosis
842,epinefrina,anafilaxia,clonidina,glaucoma
843,guaifenesina,rinitis,difenhidramina,urticaria
844,nortriptilina,enuresis,atropina,bradicardia
845,rasburicasa,uricacidemia,desmopresina,trombocitopenia
846,levetiracetam,epilepsia,acetilcisteina,neumonia
847,mitomicina,glaucoma,difenhidramina,rinitis
848,simvastatina,hipertrigliceridemia,fluorouracilo,keratosis
849,ibuprofeno,inflamacion,acemanan,leucemia
850,etoposido,rabdosarcoma,azitromicina,tonsilitis
851,opio,diarrea,deferoxamina,hemocromatosis
852,vancomicina,neutropenia,hidroxicarbamida,melanoma
853,doxilamina,rinitis,cerivastatina,hipercolesterolemia
854,indometacina,bursitis,amitriptilina,dolor
855,rasburicasa,uricacidemia,oxigeno,neumonia
856,fenilefrina,glaucoma,oxigeno,gangrenoso
857,isotretinoina,leucemia,eritromicina,gastroenteritis
858,epinefrina,taquiarritmia,colecalciferol,soriasis
859,norfloxacino,cistitis,bromocriptina,hipogonadismo
860,procarbazina,linfoma,ciprofloxacino,osteomielitis
861,nitazoxanida,diarrea,estrona,hipogonadismo
862,cafeina,apnea,paracetamol,fiebre
863,desoxiefedrina,narcolepsia,eugenol,dentalgia
864,tiroxina,tirotoxicosis,prednisolona,inflamacion
865,sucralfato,esofagitis,naproxeno,inflamacion
866,diclofenaco,dismenorrea,calcitriol,hipocalcemia
867,hidroxicarbamida,soriasis,buprenorfina,dolor
868,hidroxicloroquina,plasmodiosis,atropina,envenenamiento
869,rifapentina,tuberculosis,ciprofloxacino,prostatitis
870,tiroglobulina,tirotoxicosis,amoxicilina,sinusitis
871,ametopterina,leucemia,hidroclorotiazida,edema
872,tamoxifeno,ginecomastia,clonazepam,neuralgia
873,niacina,hiperlipemia,ipratropio,bronquitis
874,procarbazina,melanoma,clonidina,dolor
875,propiltiouracilo,bocio,medroxiprogesterona,amenorrea
876,talidomida,reticulosis,esomeprazol,esofagitis
877,esomeprazol,esofagitis,clonidina,diarrea
878,fenazopiridina,dolor,mitomicina,adenocarcinoma
879,papaverina,tromboembolia,ciprofloxacino,osteomielitis
880,probenecid,neurosifilis,gabapentina,epilepsia
881,sulfatiazol,vaginitis,oxigeno,gangrenoso
882,procainamida,taquiarritmia,flucitosina,aspergilosis
883,mercaptopurina,linfoma,dextran,shock
884,fluconazol,meningitis,acemanan,leucemia
885,etoposido,reticulosis,cefotaxima,neumonia
886,prednisona,hipersensibilidad,norepinefrina,shock
887,cetiricina,rinitis,ceftriaxona,epididimitis
888,tiroxina,bocio,glucagon,anafilaxia
889,temozolomida,melanoma,ampicilina,disenteria
890,vinblastina,reticulosis,cortisol,shock
891,nitroglicerina,eclampsia,mitoxantrona,sarcoma
892,tiroglobulina,tirotoxicosis,glucagon,shock
893,finasterida,hirsutismo,amoxicilina,sinusitis
894,oxacilina,septicemia,diclorodiaminoplatino, m osteosarcoma
895,lansoprazol,esofagitis,ampicilina,gonorrea
896,pantoprazol,esofagitis,estradiol,hipogonadismo
897,probenecid,neurosifilis,caspofungina,aspergilosis
898,claritromicina,sinusitis,ciprofloxacino,disenteria
899,bromocriptina,hiperprolactinemia,aciclovir,varicela
900,carbonildiamida,hiperqueratosis,oxacilina,celulitis
901,tiroglobulina,tirotoxicosis,diclorodiaminoplatino,astroglioma
902,prednisolona,edema,hidromorfona,dolor
903,talidomida,reticulosis,meropenem,fiebre
904,itraconazol,leishmaniosis,clonazepam,esquizofrenia
905,ceftriaxona,peritonitis,ceftazidima,sepsis
906,ciprofloxacino,neutropenia,bismuto,disenteria
907,tiroxina,bocio,guaifenesina,laringitis
908,warfarina,tromboembolia,indometacina,artritis
909,paromomicina,amebiasis,dihidrocodeina,dolor
910,tetraciclina,gonorrea,meprobamato,cefalodinia
911,prazicuantel,helmintosis,lidocaina,dolor
912,cisaprida,estreñimiento,ciprofloxacino,prostatitis
913,pilocarpina,midriasis,etanercept,artritis
914,norfloxacino,prostatitis,colecalciferol,osteoporosis
915,vancomicina,enterocolitis,lovastatina,hipertrigliceridemia
916,paromomicina,criptosporidiasis,bromocriptina,amenorrea
917,ibuprofeno,bursitis,ciclofosfamida,retinoblastoma
918,trimetoprima,toxoplasmosis,procarbazina,melanoma
919,meticilina,osteomielitis,ciprofloxacino,disenteria
920,meropenem,meningitis,atropina,envenenamiento
921,cortisol,shock,acetazolamida,glaucoma
922,cortisol,shock,clozapina,esquizofrenia
923,naproxeno,bursitis,carisoprodol,dolor
924,pseudoefedrina,sinusitis,dopamina,shock
925,irinotecan,linfoma,flutamida,hirsutismo
