,Term1,Term2,Term3,Term4
638,cecitis,ciego,contextura,cara
639,hepatitis,higado,endometritis,endometrio
640,desmayo,cerebro,dermatomicosis,cabello
641,polio,cerebro,hepatomegalia,higado
642,miocarditis,miocardio,acidez,piel
643,pesadilla,cerebro,delirio,cerebro
644,sarna,piel,contextura,piel
645,variola,piel,maniaco,cerebro
646,queratoconjuntivitis,ojo,calvicie,piel
647,pleuroneumonia,pleura,equimosis,cabello
648,prognatismo,mandibula,prognatismo,cartilago
649,noma,mandibula,desgarro,piel
650,noma,piel,epilepsia,cerebro
651,ovulatorio,ovario,maloclusion,mandibula
652,osteoporosis,cartilago,hepatitis,higado
653,neuralgia,nervio,mastitis,mama
654,noma,mandibula,hiperemia,piel
655,estertores,pecho,pleuroneumonia,pulmon
656,paraqueratosis,piel,queratocono,cornea
657,tinnitus,laberinto,lipodistrofia,piel
658,variola,piel,ginecomastia,mama
659,sudoracion,cabello,ambliopia,ojo
660,reflujo,abdomen,hipersomnia,cerebro
661,contextura,cara,guiño,ojo
662,uveitis,uvea,desvanecimiento,cerebro
663,reflujo,esofago,dismenorrea,utero
664,esclerodermia,fascia,parasomnia,cerebro
665,paperas,mandibula,albinismo,piel
666,poliosis,piel,demencia,cerebro
667,acidez,esofago,ambidiestro,cerebro
668,retinitis,retina,artrogrifosis,cerebro
669,escencia,nariz,presbicia,ojo
670,espondilosis,articulaciones,sarna,piel
671,osteomalacia,cartilago,dismenorrea,utero
672,reflujo,esofago,parasomnia,cerebro
673,poliartritis,articulaciones,maloclusion,denticion
674,politricosis,cabello,glositis,lengua
675,soriasis,piel,orquitis,testiculo
676,urticaria,piel,tracoma,conjuntiva
677,xerodermia,piel,gastrinoma,duodeno
678,prognatismo,cartilago,delirio,cerebro
679,penfigo,piel,alodinia,piel
680,septicemia,sangre,diaforesis,cabello
681,neumotorax,pleura,amiantosis,pulmon
682,vaccina,piel,artralgia,articulaciones
683,fotofobia,ojo,queratoconjuntivitis,conjuntiva
684,fototoxicidad,piel,queratoconjuntivitis,conjuntiva
685,hipospadias,uretra,abrasion,piel
686,pinguicula,conjuntiva,presbicia,ojo
687,soriasis,piel,dismenorrea,utero
688,soriasis,piel,coriorretinitis,coroides
689,tinnitus,laberinto,palidez,piel
690,keratosis,piel,gingivitis,encia
691,polineuropatia,nervio,epididimitis,epididimo
692,noma,piel,guiño,ojo
693,prognatismo,cartilago,epilepsia,cerebro
694,rubor,cara,guiño,ojo
695,glomerulonefritis,riñon,somnolencia,cerebro
696,uveitis,uvea,bacteriemia,sangre
697,pielonefritis,riñon,hipersomnia,cerebro
698,penfigo,piel,afaquia,cristalino
699,pleuresia,pleura,anquiloglosia,mandibula
700,desvanecimiento,cerebro,hirsutismo,piel
701,noma,mandibula,laminitis,pezuña
702,paraqueratosis,piel,coriorretinitis,retina
703,scrapie,cerebro,pitiriasis,piel
704,hiperemia,cabello,delirio,cerebro
705,scrapie,posencefalo,miliaria,piel
706,poliosis,piel,dislexia,cerebro
707,glomerulonefritis,riñon,cianosis,piel
708,cianosis,cabello,crup,traquea
709,stare,ojo,hepatoesplenomegalia,higado
710,equimosis,cabello,dermatomiositis,piel
711,hemoptisis,expectoracion,endocarditis,endocardio
712,onicomicosis,piel,afaquia,cristalino
713,fotopsia,ojo,hipospadias,uretra
714,pericarditis,corazon,orquitis,testiculo
715,pustula,piel,lanugo,cabello
716,lanugo,cabello,encefalomielitis,cerebro
717,lipodistrofia,piel,conjuntivitis,ojo
718,laberintitis,laberinto,dermatitis,piel
719,prostatitis,prostata,amordazar,esofago
720,sinovitis,articulaciones,calvicie,cabello
721,poiquilodermia,piel,dermatomiositis,piel
722,ovulatorio,ovario,bursitis,articulaciones
723,desmayo,cerebro,disfluidez,cerebro
724,mediastinitis,mediastino,anosmia,nariz
725,uveitis,uvea,neumotorax,pleura
726,dislexia,cerebro,coroiditis,retina
727,tendonitis,articulaciones,neuritis,nervio
728,variola,piel,sarna,piel
729,desmayo,cerebro,gota,sangre
730,prognatismo,mandibula,microencefalia,cerebro
731,tendonitis,articulaciones,calvicie,cabello
732,neuropatia,nervio,bronconeumonia,pulmon
733,reumatismo,articulaciones,fototoxicidad,piel
734,lipoatrofia,piel,impetigo,piel
735,picazon,piel,hirsutismo,cabello
736,purpura,piel,acne,piel
737,sarna,piel,gingivoestomatitis,encia
738,parasomnia,cerebro,amaurosis,ojo
739,prostatitis,prostata,abrasion,piel
740,poiquilodermia,piel,glaucoma,ojo
741,pterigion,conjuntiva,maloclusion,denticion
742,esteatohepatitis,higado,catarata,cristalino
743,pericarditis,corazon,artralgia,articulaciones
744,piedra,cabello,escencia,nariz
745,hemocromatosis,higado,amuck,cerebro
746,prognatismo,mandibula,neuralgia,nervio
747,pitiriasis,piel,ovulatorio,ovario
748,neumoconiosis,pulmon,queilitis,mandibula
749,maniaco,cerebro,laberintitis,laberinto
750,pericarditis,corazon,excoriacion,piel
751,palidez,piel,ovulatorio,ovario
752,pericarditis,corazon,rubor,cabello
753,desmayo,cerebro,demencia,cerebro
754,variola,piel,acidez,piel
755,dismenorrea,utero,demencia,cerebro
756,reflujo,abdomen,hepatoesplenomegalia,bazo
757,foliculitis,piel,anquiloglosia,lengua
758,vitiligo,piel,midriasis,pupilar
759,rosacea,piel,endometritis,endometrio
760,deslumbramiento,ojo,coroiditis,uvea
761,urticaria,piel,coroiditis,coroides
762,glomerulonefritis,riñon,hiperemia,cabello
763,neuralgia,nervio,meningoencefalitis,cerebro
764,osteitis,cartilago,impetigo,piel
765,nefrocalcinosis,riñon,politricosis,cabello
766,prognatismo,cartilago,diplopia,ojo
767,lanugo,cabello,cataplexia,cerebro
768,ginecomastia,mama,bronquiolitis,pulmon
769,anovulatorio,ovario,amuck,cerebro
770,vertigo,laberinto,hepatoesplenomegalia,higado
771,vertigo,laberinto,epistaxis,nariz
772,palidez,cara,acne,piel
773,esplenomegalia,bazo,reflujo,esofago
774,hemoptisis,expectoracion,albinismo,ojo
775,mielitis,cerebro,calvicie,cabello
776,bronquiolitis,pulmon,ambliopia,ojo
777,prognatismo,mandibula,ginecomastia,mama
778,poliosis,cabello,ambidiestro,cerebro
779,taurodontismo,mandibula,queratoconjuntivitis,cornea
780,parasoriasis,piel,contextura,cara
781,asialia,mandibula,reflujo,esofago
782,hemotorax,pleura,coroiditis,retina
783,penfigo,piel,hirsutismo,cabello
784,hiperemia,cabello,coroiditis,retina
785,miliaria,piel,aturdimiento,cerebro
786,mediastinitis,mediastino,maloclusion,mandibula
787,coroiditis,uvea,apendicitis,apendice
788,taurodontismo,cara,palidez,cara
789,fototoxicidad,piel,miopia,ojo
790,epilepsia,cerebro,alodinia,piel
791,uveitis,ojo,penfigo,piel
792,esplenomegalia,bazo,fototoxicidad,piel
793,catarata,cristalino,angioedema,piel
794,polio,cerebro,conjuntivitis,ojo
795,psitacosis,pulmon,mielitis,cerebro
796,escleritis,ojo,diaforesis,piel
797,raquitismo,cartilago,hipersomnia,cerebro
798,escleritis,esclerotica,hiperreflexia,nervio
799,demencia,cerebro,anquiloglosia,lengua
800,poliosis,cabello,anovulatorio,ovario
801,palidez,piel,anosmia,nariz
802,fascitis,fascia,criptorquidia,pelvis
803,kuru,posencefalo,hipospadias,uretra
804,pancreatitis,pancreas,gota,sangre
805,vaginitis,vagina,rubor,piel
806,onicomicosis,piel,encefalomielitis,cerebro
807,asialia,mandibula,albinismo,ojo
808,parestesia,piel,endocarditis,endocardio
809,hipernasalidad,nariz,coroiditis,retina
810,pleuroneumonia,pleura,encandilamiento,ojo
811,catarata,cristalino,posimagen,ojo
812,paraqueratosis,piel,onicomicosis,piel
813,rubor,cara,hiperemia,piel
814,uveitis,ojo,mirada,ojo
815,insulinoma,pancreas,aturdimiento,cerebro
816,escleritis,esclerotica,alinfocitosis,linfocito
817,maloclusion,mandibula,cianosis,cabello
818,taurodontismo,cara,retinitis,ojo
819,poliartritis,articulaciones,alinfocitosis,linfocito
820,pustula,piel,mediastinitis,mediastino
821,piedra,piel,macrocefalo,cabeza
822,osteomielitis,cartilago,queratocono,cornea
823,prostatitis,prostata,fibromialgia,articulaciones
824,palidez,cara,equimosis,cabello
825,maloclusion,denticion,albinismo,ojo
826,reflujo,esofago,criptorquidia,pelvis
827,escotoma,ojo,poliosis,piel
828,prurito,piel,hiperpatia,piel
829,kuru,cerebro,hepatitis,higado
830,laminitis,pezuña,impetigo,piel
831,escotoma,ojo,retinitis,retina
832,pleuroneumonia,pleura,onicomicosis,piel
833,psitacosis,pulmon,artralgia,articulaciones
834,prognatismo,cartilago,pitiriasis,piel
835,desvanecimiento,cerebro,hidrotorax,pleura
836,viremia,sangre,pesadilla,cerebro
837,picazon,piel,noma,piel
838,sudoracion,piel,glomerulonefritis,riñon
839,osteitis,cartilago,noma,mandibula
840,dermatomicosis,cabello,dermatomiositis,piel
841,impetigo,piel,hiperemia,piel
842,rinorrea,nariz,laminitis,pezuña
843,maniaco,cerebro,amiantosis,pulmon
844,fotofobia,ojo,desgarro,piel
845,encefalitis,cerebro,atelectasia,pulmon
846,miopia,ojo,colestasis,higado
847,poliosis,piel,coroiditis,retina
848,fotofobia,ojo,ginecomastia,mama
849,hiperemia,cabello,criptorquidia,testiculo
850,petequias,piel,osteoma,cartilago
851,ginecomastia,mama,acrodermatitis,piel
852,midriasis,pupilar,queratoconjuntivitis,cornea
853,noma,piel,encefalitis,cerebro
854,dismenorrea,utero,flictena,piel
855,queratocono,cornea,anovulatorio,ovario
856,prognatismo,cartilago,piedra,cabello
857,pitiriasis,piel,anquiloglosia,lengua
858,osteoma,cartilago,dormido,cerebro
859,tendonitis,articulaciones,amaurosis,ojo
860,dermatomiositis,piel,anquiloglosia,mandibula
861,uveitis,uvea,queratitis,ojo
862,pesadilla,cerebro,guiño,nervio
863,cecitis,ciego,cianosis,cabello
864,poliartritis,articulaciones,hipersomnia,cerebro
865,uveitis,uvea,taurodontismo,mandibula
866,maloclusion,mandibula,guiño,nervio
867,nistagmo,ojo,fascitis,fascia
868,sarna,piel,fibromialgia,articulaciones
869,angioedema,piel,absceso,piel
870,hiperostosis,cartilago,apendicitis,apendice
871,estornudo,nariz,acrodermatitis,piel
872,tracoma,ojo,aturdimiento,cerebro
873,desmayo,cerebro,fascitis,fascia
874,coroiditis,uvea,coroiditis,retina
875,espondilosis,articulaciones,queratoconjuntivitis,ojo
876,meningococemia,sangre,encandilamiento,ojo
877,retinoblastoma,retina,pesadilla,cerebro
878,hiperbilirrubinemia,higado,hiperpatia,piel
879,asialia,mandibula,artrogrifosis,cerebro
880,asialia,mandibula,uveitis,ojo
881,epilepsia,cerebro,emetropia,ojo
882,hipernasalidad,nariz,mirada,ojo
883,macrocefalo,cabeza,dismenorrea,utero
884,scrapie,cerebro,corvaza,articulaciones
885,meningoencefalitis,cerebro,kuru,posencefalo
886,gingivoestomatitis,mandibula,amuck,cerebro
887,escleritis,esclerotica,hiperpatia,piel
888,retinoblastoma,retina,hemocromatosis,higado
889,pioderma,piel,onicomicosis,piel
890,kuru,cerebro,aturdimiento,cerebro
891,picazon,piel,coroiditis,uvea
892,mielitis,cerebro,gastrinoma,duodeno
893,osteomielitis,cartilago,hidronefrosis,riñon
894,traqueitis,traquea,septicemia,sangre
895,contextura,piel,queilitis,mandibula
896,miliaria,piel,dermatomicosis,cabello
897,polineuropatia,nervio,disfluidez,cerebro
898,bronquiolitis,pulmon,amuck,cerebro
899,hiperbilirrubinemia,higado,epilepsia,cerebro
900,sarna,piel,dismenorrea,utero
901,neumonia,pulmon,nefrocalcinosis,riñon
902,cefalodinia,cabeza,endometritis,endometrio
903,hepatoesplenomegalia,higado,ginecomastia,mama
904,coroiditis,coroides,aura,cerebro
905,soriasis,piel,ambliopia,ojo
906,midriasis,pupilar,erisipela,piel
907,politricosis,piel,contextura,piel
908,esteatohepatitis,higado,insomnio,cerebro
909,scrapie,cerebro,noma,mandibula
910,rosacea,piel,anquiloglosia,lengua
911,scrapie,posencefalo,equimosis,cabello
912,neumonitis,pulmon,crup,traquea
913,cecitis,ciego,narcosis,cerebro
914,retinitis,retina,amiantosis,pulmon
915,neumonitis,pulmon,queratoconjuntivitis,conjuntiva
916,demencia,cerebro,atelectasia,pulmon
917,tracoma,conjuntiva,septicemia,sangre
918,hirsutismo,cabello,glaucoma,ojo
919,prognatismo,mandibula,deslumbramiento,ojo
920,noma,piel,criptorquidia,testiculo
921,hiperemia,piel,queilitis,mandibula
922,pterigion,cornea,parasomnia,cerebro
923,tatuaje,piel,criptorquidia,testiculo
924,impetigo,piel,hepatoesplenomegalia,bazo
925,enterorragia,recto,crup,laringe
926,tinnitus,laberinto,neuritis,nervio
927,nistagmo,ojo,hemocromatosis,higado
928,escencia,nariz,anquiloglosia,lengua
929,pitiriasis,piel,contextura,piel
930,periodontitis,mandibula,neuropatia,nervio
931,prognatismo,mandibula,glomerulonefritis,riñon
932,nistagmo,ojo,glositis,mandibula
933,mastitis,mama,queloide,piel
934,asialia,saliva,prognatismo,cartilago
935,hepatoesplenomegalia,higado,dermatitis,piel
936,uveitis,uvea,uveitis,ojo
937,hemoptisis,expectoracion,criptorquidia,pelvis
938,taurodontismo,cara,laberintitis,laberinto
939,orquitis,testiculo,epididimitis,testiculo
940,estrabismo,ojo,foliculitis,piel
941,kuru,posencefalo,duodenitis,duodeno
942,noma,piel,dismenorrea,utero
943,ginecomastia,mama,dormido,cerebro
944,osteomielitis,cartilago,desvanecimiento,cerebro
945,fotopsia,ojo,mediastinitis,mediastino
946,hidronefrosis,riñon,amaurosis,ojo
947,keratosis,piel,fibromialgia,articulaciones
948,retinitis,coroides,soriasis,piel
949,cecitis,ciego,politricosis,piel
950,scrapie,cerebro,contextura,piel
951,escotoma,ojo,pleuroneumonia,pleura
952,acidez,piel,dermatomicosis,cabello
953,purpura,piel,lepra,piel
954,lipodistrofia,piel,hipospadias,uretra
955,estrabismo,ojo,glaucoma,ojo
956,sudoracion,cabello,coriorretinitis,coroides
957,neumonitis,pulmon,astigmatismo,ojo
958,stare,ojo,guiño,ojo
959,apendicitis,apendice,anovulatorio,ovario
960,retinitis,retina,pancreatitis,pancreas
961,hiperpatia,piel,amiantosis,pulmon
962,hiperbilirrubinemia,higado,rubor,cabello
963,traqueitis,traquea,alinfocitosis,linfocito
964,pterigion,conjuntiva,sarna,piel
965,hipernasalidad,nariz,anosmia,nariz
966,excoriacion,piel,criptorquidia,testiculo
967,rubor,piel,celulitis,piel
968,osteomalacia,cartilago,cicatriz,piel
969,escleritis,esclerotica,epididimitis,epididimo
970,pterigion,conjuntiva,pesadilla,cerebro
971,osteoma,cartilago,calvicie,piel
972,escotoma,ojo,meningoencefalitis,cerebro
973,alinfocitosis,linfocito,hiperreflexia,nervio
974,tracoma,ojo,asma,pulmon
975,tatuaje,piel,coriorretinitis,coroides
976,stare,ojo,hemotorax,pleura
977,escleritis,esclerotica,hepatomegalia,higado
978,ictericia,piel,rubor,cara
979,equimosis,cabello,calvicie,cabello
980,priapismo,pene,poiquilodermia,piel
981,hemocromatosis,higado,despierto,cerebro
982,prognatismo,mandibula,fascitis,fascia
983,miliaria,piel,hiperemia,cabello
984,meningococemia,sangre,anquiloglosia,mandibula
985,priapismo,pene,polineuritis,nervio
986,prurito,piel,ovulatorio,ovario
987,liposarcoma,piel,queilitis,mandibula
988,hepatomegalia,higado,flictena,piel
989,laminitis,pezuña,amaurosis,ojo
990,liposarcoma,piel,contextura,cara
991,esplenomegalia,bazo,kuru,posencefalo
992,hepatoesplenomegalia,higado,hepatitis,higado
993,enterorragia,recto,encefalitis,cerebro
994,duodenitis,duodeno,guiño,ojo
995,hemoptisis,expectoracion,conjuntivitis,ojo
996,asialia,saliva,pleuresia,pleura
997,poliosis,piel,laminitis,pezuña
998,sepsis,sangre,midriasis,pupilar
999,escencia,nariz,bronquiolitis,pulmon
1000,cecitis,ciego,psitacosis,pulmon
1001,asialia,saliva,mediastinitis,mediastino
1002,pancreatitis,pancreas,queratitis,ojo
1003,pitiriasis,piel,piedra,piel
1004,silicatosis,pulmon,neumonitis,pulmon
1005,gastrinoma,duodeno,dermatomicosis,piel
1006,scrapie,posencefalo,calvicie,cabello
1007,tatuaje,piel,narcosis,cerebro
1008,queratitis,cornea,dislexia,cerebro
1009,epididimitis,epididimo,conjuntivitis,ojo
1010,neuralgia,nervio,lipodistrofia,piel
1011,hemotorax,pleura,atelectasia,pulmon
1012,poliosis,cabello,queloide,piel
1013,uremia,riñon,insulinoma,abdomen
1014,uremia,riñon,albinismo,ojo
1015,desvanecimiento,cerebro,anquiloglosia,lengua
1016,prognatismo,cartilago,demencia,cerebro
1017,retinitis,retina,cicatriz,piel
1018,polineuritis,nervio,poliosis,cabello
1019,pleuroneumonia,pleura,pleuresia,pleura
1020,artritis,articulaciones,posimagen,ojo
1021,demencia,cerebro,crup,laringe
1022,laberintitis,laberinto,enterorragia,recto
1023,alinfocitosis,linfocito,coroiditis,coroides
1024,picazon,piel,onicomicosis,piel
1025,tendonitis,articulaciones,aura,cerebro
1026,taurodontismo,cara,poiquilodermia,piel
1027,queratoconjuntivitis,conjuntiva,dermatitis,piel
1028,neuromielitis,nervio,amaurosis,ojo
1029,sinovitis,articulaciones,erisipela,piel
1030,maloclusion,mandibula,contextura,piel
1031,queratoconjuntivitis,conjuntiva,hemotorax,pleura
1032,palidez,cara,cicatriz,piel
1033,pioderma,piel,esofagitis,esofago
1034,palidez,piel,conjuntivitis,ojo
1035,paraqueratosis,piel,gingivitis,encia
1036,diplopia,ojo,criptorquidia,testiculo
1037,fotofobia,ojo,dermatitis,piel
1038,laminitis,pezuña,epididimitis,testiculo
1039,kuru,posencefalo,angioedema,piel
1040,enterorragia,recto,colestasis,higado
1041,fotofobia,ojo,demencia,cerebro
1042,taquiarritmia,corazon,duodenitis,duodeno
1043,scrapie,posencefalo,criptorquidia,pelvis
1044,laminitis,pezuña,contextura,piel
1045,queratitis,cornea,contextura,cara
1046,glositis,mandibula,aura,cerebro
1047,fotofobia,ojo,glositis,mandibula
1048,retinitis,retina,bronconeumonia,pulmon
1049,reflujo,esofago,osteoma,cartilago
1050,pancreatitis,pancreas,agiria,cerebro
1051,soriasis,piel,foliculitis,piel
1052,hiperpatia,piel,acrodermatitis,piel
1053,vitiligo,piel,tatuaje,piel
1054,poliosis,piel,celulitis,piel
1055,ictericia,piel,corvaza,articulaciones
1056,soriasis,piel,contextura,piel
1057,progeria,piel,polineuropatia,nervio
1058,hemocromatosis,higado,rubor,piel
1059,neumonitis,pulmon,glositis,mandibula
1060,somnolencia,cerebro,dermatomicosis,cabello
1061,sudoracion,cabello,cefalodinia,cabeza
1062,paperas,mandibula,hipomania,cerebro
1063,hirsutismo,piel,rubor,piel
1064,nefritis,riñon,emetropia,ojo
1065,neuropatia,nervio,dislexia,cerebro
1066,poliosis,cabello,lepra,piel
1067,laminitis,pezuña,anquiloglosia,mandibula
1068,uricacidemia,sangre,acrodermatitis,piel
1069,estertores,pecho,impetigo,piel
1070,pterigion,cornea,encefalomielitis,cerebro
1071,gingivitis,mandibula,dermatomiositis,piel
1072,rinofima,piel,laberintitis,laberinto
1073,hepatitis,higado,criptorquidia,testiculo
1074,carotico,cerebro,epididimitis,epididimo
1075,desgarro,piel,calvicie,piel
1076,queratoconjuntivitis,ojo,dermatomiositis,piel
1077,osteoma,cartilago,hidronefrosis,riñon
1078,fascitis,fascia,anovulatorio,ovario
1079,estrabismo,ojo,keratosis,piel
1080,hemocromatosis,higado,ambliopia,ojo
1081,taquiarritmia,corazon,parestesia,piel
1082,tinnitus,laberinto,posimagen,ojo
1083,palidez,piel,hiperbilirrubinemia,higado
1084,desgarro,piel,anosmia,nariz
1085,lepra,piel,laminitis,pezuña
1086,lepra,piel,hiperpatia,piel
1087,queilitis,mandibula,posimagen,ojo
1088,queloide,piel,anquiloglosia,mandibula
1089,peritonitis,peritoneo,gastrinoma,duodeno
1090,scrapie,posencefalo,esofagitis,esofago
1091,conjuntivitis,ojo,coriorretinitis,coroides
1092,lepra,piel,epididimitis,testiculo
1093,septicemia,sangre,conjuntivitis,conjuntiva
1094,nefritis,riñon,maloclusion,denticion
1095,laringitis,laringe,coriorretinitis,coroides
1096,acidez,esofago,rubor,piel
1097,dismenorrea,utero,dislexia,cerebro
1098,periodontitis,mandibula,glomerulonefritis,riñon
1099,asialia,mandibula,glositis,lengua
1100,osteomalacia,cartilago,hepatomegalia,higado
1101,uveitis,ojo,contextura,cara
1102,piometra,utero,queilitis,mandibula
1103,pleuresia,pleura,meningococemia,sangre
1104,priapismo,pene,amordazar,esofago
1105,osteitis,cartilago,lipodistrofia,piel
1106,poliosis,piel,insulinoma,pancreas
1107,maloclusion,mandibula,erisipela,piel
1108,duodenitis,duodeno,calvicie,cabello
1109,laberintitis,laberinto,keratosis,piel
1110,miasis,piel,gastrinoma,duodeno
1111,esclerodermia,fascia,neuropatia,nervio
1112,estertores,pecho,criptorquidia,testiculo
1113,estrabismo,ojo,pleuroneumonia,pleura
1114,tracoma,ojo,hiperbilirrubinemia,higado
1115,scrapie,cerebro,prognatismo,mandibula
1116,anosmia,nariz,anquiloglosia,lengua
1117,retinitis,coroides,dermatomicosis,cabello
1118,acidez,esofago,anovulatorio,ovario
1119,nefrocalcinosis,riñon,dermatomiositis,piel
1120,agiria,cerebro,crup,traquea
